HealthTopic,Population,Indicator,Unit,Time,RegionCode,RegionName,NumValue,TxtValue
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,HR,Croatia,3.125,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,HU,Hungary,0.79545454,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,IE,Ireland,0,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,IS,Iceland,0,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,IT,Italy,1.17939168,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,LI,Liechtenstein,-,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,LT,Lithuania,3.7037037,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,LU,Luxembourg,0,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,LV,Latvia,5.26315789,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,MT,Malta,0,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,NL,Netherlands,0.08190008,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,NO,Norway,0,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,PL,Poland,2.6395939,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,PT,Portugal,1.15052732,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,RO,Romania,2.24358974,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,SE,Sweden,0.12861736,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,SI,Slovenia,0,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,"R - resistant isolates, percentage  ",%,2023,SK,Slovakia,0.95238095,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,AT,Austria,791,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,BE,Belgium,651,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,BG,Bulgaria,168,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,CY,Cyprus,147,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,CZ,Czechia,697,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,DE,Germany,4977,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,DK,Denmark,641,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,EE,Estonia,125,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,EL,Greece,961,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,ES,Spain,1482,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,FI,Finland,367,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,FR,France,0,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,HR,Croatia,217,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,HU,Hungary,873,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,IE,Ireland,361,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,IS,Iceland,33,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,IT,Italy,7933,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,LI,Liechtenstein,2,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,LT,Lithuania,156,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,LU,Luxembourg,81,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,LV,Latvia,108,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,MT,Malta,30,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,NL,Netherlands,1220,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,NO,Norway,608,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,PL,Poland,959,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,PT,Portugal,1030,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,RO,Romania,305,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,SE,Sweden,1549,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,SI,Slovenia,176,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,S - susceptible isolates,N,2023,SK,Slovakia,207,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,AT,Austria,827,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,BE,Belgium,655,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,BG,Bulgaria,168,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,CY,Cyprus,148,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,CZ,Czechia,708,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,DE,Germany,5045,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,DK,Denmark,642,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,EE,Estonia,125,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,EL,Greece,995,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,ES,Spain,1489,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,FI,Finland,367,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,FR,France,0,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,HR,Croatia,224,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,HU,Hungary,880,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,IE,Ireland,361,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,IS,Iceland,33,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,IT,Italy,8055,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,LI,Liechtenstein,2,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,LT,Lithuania,162,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,LU,Luxembourg,81,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,LV,Latvia,114,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,MT,Malta,30,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,NL,Netherlands,1221,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,NO,Norway,608,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,PL,Poland,985,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,PT,Portugal,1043,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,RO,Romania,312,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,SE,Sweden,1555,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,SI,Slovenia,177,
Antimicrobial resistance,Enterococcus faecalis|Aminopenicillins,Total tested isolates,N,2023,SK,Slovakia,210,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,AT,Austria,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,BE,Belgium,85.76937909,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,BG,Bulgaria,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,CY,Cyprus,82.94036061,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,CZ,Czechia,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,DE,Germany,99.9883273,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,DK,Denmark,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,EE,Estonia,99.01768172,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,EL,Greece,57.70261909,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,ES,Spain,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,FI,Finland,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,FR,France,-,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,HR,Croatia,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,HU,Hungary,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,IE,Ireland,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,IS,Iceland,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,IT,Italy,99.86607015,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,LI,Liechtenstein,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,LT,Lithuania,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,LU,Luxembourg,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,LV,Latvia,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,MT,Malta,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,NL,Netherlands,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,NO,Norway,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,PL,Poland,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,PT,Portugal,97.4753227,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,RO,Romania,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,SE,Sweden,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,SI,Slovenia,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness age,%,2023,SK,Slovakia,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,AT,Austria,98.59989229,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,BE,Belgium,94.02236791,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,BG,Bulgaria,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,CY,Cyprus,85.71428571,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,CZ,Czechia,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,DE,Germany,87.68919497,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,DK,Denmark,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,EE,Estonia,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,EL,Greece,74.63394514,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,ES,Spain,95.04400812,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,FI,Finland,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,FR,France,-,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,HR,Croatia,98.79275653,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,HU,Hungary,78.95970009,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,IE,Ireland,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,IS,Iceland,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,IT,Italy,99.68939674,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,LI,Liechtenstein,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,LT,Lithuania,0,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,LU,Luxembourg,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,LV,Latvia,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,MT,Malta,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,NL,Netherlands,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,NO,Norway,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,PL,Poland,98.02798982,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,PT,Portugal,99.90508731,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,RO,Romania,97.2164231,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,SE,Sweden,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,SI,Slovenia,100,
Antimicrobial resistance,Enterococcus faecalis|Data quality,Completeness gender,%,2023,SK,Slovakia,100,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,AT,Austria,40,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,BE,Belgium,33,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,BG,Bulgaria,65,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,CY,Cyprus,15,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,CZ,Czechia,187,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,DE,Germany,473,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,DK,Denmark,1,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,EE,Estonia,7,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,EL,Greece,80,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,ES,Spain,301,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,FI,Finland,0,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,FR,France,0,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,HR,Croatia,66,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,HU,Hungary,316,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,IE,Ireland,46,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,IS,Iceland,6,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,IT,Italy,1197,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,LI,Liechtenstein,0,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,LT,Lithuania,29,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,LU,Luxembourg,9,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,LV,Latvia,98,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,MT,Malta,2,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,NL,Netherlands,83,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,NO,Norway,6,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,PL,Poland,431,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,PT,Portugal,152,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,RO,Romania,131,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,SE,Sweden,61,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,SI,Slovenia,19,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,R - resistant isolates,N,2023,SK,Slovakia,29,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,AT,Austria,11.9760479,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,BE,Belgium,9.09090909,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,BG,Bulgaria,38.69047619,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,CY,Cyprus,11.9047619,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,CZ,Czechia,26.44978783,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,DE,Germany,11.08507147,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,DK,Denmark,-,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,EE,Estonia,5.6,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,EL,Greece,10.49868766,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,ES,Spain,24.77366255,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,FI,Finland,-,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,FR,France,-,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,HR,Croatia,30.41474654,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,HU,Hungary,33.40380549,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,IE,Ireland,15.38461538,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,IS,Iceland,18.18181818,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,IT,Italy,34.50562121,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,LI,Liechtenstein,-,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,LT,Lithuania,29.29292929,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,LU,Luxembourg,13.84615384,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,LV,Latvia,98.98989898,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,MT,Malta,6.89655172,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,NL,Netherlands,14.40972222,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,NO,Norway,4.34782608,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,PL,Poland,47.15536105,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,PT,Portugal,18.40193704,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,RO,Romania,46.78571428,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,SE,Sweden,6.67396061,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,SI,Slovenia,10.91954022,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,"R - resistant isolates, percentage  ",%,2023,SK,Slovakia,13.94230769,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,AT,Austria,334,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,BE,Belgium,363,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,BG,Bulgaria,168,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,CY,Cyprus,126,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,CZ,Czechia,707,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,DE,Germany,4267,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,DK,Denmark,3,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,EE,Estonia,125,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,EL,Greece,762,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,ES,Spain,1215,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,FI,Finland,0,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,FR,France,0,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,HR,Croatia,217,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,HU,Hungary,946,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,IE,Ireland,299,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,IS,Iceland,33,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,IT,Italy,3469,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,LI,Liechtenstein,2,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,LT,Lithuania,99,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,LU,Luxembourg,65,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,LV,Latvia,99,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,MT,Malta,29,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,NL,Netherlands,576,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,NO,Norway,138,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,PL,Poland,914,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,PT,Portugal,826,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,RO,Romania,280,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,SE,Sweden,914,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,SI,Slovenia,174,
Antimicrobial resistance,Enterococcus faecalis|High-level gentamicin,Total tested isolates,N,2023,SK,Slovakia,208,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,AT,Austria,0,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,BE,Belgium,0,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,BG,Bulgaria,0,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,CY,Cyprus,0,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,CZ,Czechia,0,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,DE,Germany,0,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,DK,Denmark,0,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,EE,Estonia,0,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,EL,Greece,0,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,ES,Spain,0,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,FI,Finland,0,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,FR,France,0,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,HR,Croatia,0,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,HU,Hungary,0,
Antimicrobial resistance,Enterococcus faecalis|Vancomycin,"I - 'susceptible, increased exposure' isolates ",N,2023,IE,Ireland,0,
