"","age_group","year","country","sex","pathogen","Country.Name","n_inage_gdr","lowage","total","incidence"
"5934","(34,39]",2015,"PL","m","Enterococcus faecalis","Poland",1522807.26409913,35,42,2.75806406957524
"5935","(34,39]",2015,"PL","m","Enterococcus faecium","Poland",1522807.26409913,35,21,1.37903203478762
"5936","(34,39]",2015,"PL","m","Escherichia coli","Poland",1522807.26409913,35,56,3.67741875943366
"5937","(34,39]",2015,"PL","m","Klebsiella pneumoniae","Poland",1522807.26409913,35,84,5.51612813915049
"5938","(34,39]",2015,"PL","m","Pseudomonas aeruginosa","Poland",1522807.26409913,35,42,2.75806406957524
"5939","(34,39]",2015,"PL","m","Staphylococcus aureus","Poland",1522807.26409913,35,147,9.65322424351335
"5940","(34,39]",2015,"PL","m","Streptococcus pneumoniae","Poland",1522807.26409913,35,28,1.83870937971683
"5941","(34,39]",2015,"PT","f","Enterococcus faecalis","Portugal",397674.677897236,35,7,1.76023277041765
"5942","(34,39]",2015,"PT","f","Enterococcus faecium","Portugal",397674.677897236,35,2,0.502923648690758
"5943","(34,39]",2015,"PT","f","Escherichia coli","Portugal",397674.677897236,35,35,8.80116385208827
"5944","(34,39]",2015,"PT","f","Klebsiella pneumoniae","Portugal",397674.677897236,35,14,3.52046554083531
"5945","(34,39]",2015,"PT","f","Pseudomonas aeruginosa","Portugal",397674.677897236,35,11,2.76608006779917
"5946","(34,39]",2015,"PT","f","Staphylococcus aureus","Portugal",397674.677897236,35,19,4.7777746625622
"5947","(34,39]",2015,"PT","f","Streptococcus pneumoniae","Portugal",397674.677897236,35,9,2.26315641910841
"5948","(34,39]",2015,"PT","m","Acinetobacter spp","Portugal",372923.277854572,35,6,1.60891002420605
"5949","(34,39]",2015,"PT","m","Enterococcus faecalis","Portugal",372923.277854572,35,4,1.07260668280403
"5950","(34,39]",2015,"PT","m","Enterococcus faecium","Portugal",372923.277854572,35,10,2.68151670701009
"5951","(34,39]",2015,"PT","m","Escherichia coli","Portugal",372923.277854572,35,24,6.4356400968242
"5952","(34,39]",2015,"PT","m","Klebsiella pneumoniae","Portugal",372923.277854572,35,26,6.97194343822622
"5953","(34,39]",2015,"PT","m","Pseudomonas aeruginosa","Portugal",372923.277854572,35,23,6.1674884261232
"5954","(34,39]",2015,"PT","m","Staphylococcus aureus","Portugal",372923.277854572,35,25,6.70379176752521
"5955","(34,39]",2015,"PT","m","Streptococcus pneumoniae","Portugal",372923.277854572,35,11,2.94966837771109
"5956","(34,39]",2015,"RO","f","Acinetobacter spp","Romania",763649.549609897,35,34,4.45230407290472
"5957","(34,39]",2015,"RO","f","Escherichia coli","Romania",763649.549609897,35,28,3.66660335415683
"5958","(34,39]",2015,"RO","f","Klebsiella pneumoniae","Romania",763649.549609897,35,7,0.916650838539207
"5959","(34,39]",2015,"RO","f","Staphylococcus aureus","Romania",763649.549609897,35,28,3.66660335415683
"5960","(34,39]",2015,"RO","f","Streptococcus pneumoniae","Romania",763649.549609897,35,7,0.916650838539207
"5961","(34,39]",2015,"RO","m","Acinetobacter spp","Romania",792758.642809363,35,20,2.52283594526631
"5962","(34,39]",2015,"RO","m","Enterococcus faecalis","Romania",792758.642809363,35,21,2.64897774252963
"5963","(34,39]",2015,"RO","m","Escherichia coli","Romania",792758.642809363,35,21,2.64897774252963
"5964","(34,39]",2015,"RO","m","Klebsiella pneumoniae","Romania",792758.642809363,35,47,5.92866447137584
"5965","(34,39]",2015,"RO","m","Pseudomonas aeruginosa","Romania",792758.642809363,35,42,5.29795548505926
"5966","(34,39]",2015,"RO","m","Staphylococcus aureus","Romania",792758.642809363,35,68,8.57764221390547
"5967","(34,39]",2015,"RO","m","Streptococcus pneumoniae","Romania",792758.642809363,35,40,5.04567189053263
"5968","(34,39]",2015,"SE","f","Acinetobacter spp","Sweden",294766.864166445,35,4,1.35700463188472
"5969","(34,39]",2015,"SE","f","Enterococcus faecalis","Sweden",294766.864166445,35,8,2.71400926376944
"5970","(34,39]",2015,"SE","f","Enterococcus faecium","Sweden",294766.864166445,35,5,1.6962557898559
"5971","(34,39]",2015,"SE","f","Escherichia coli","Sweden",294766.864166445,35,78,26.4615903217521
"5972","(34,39]",2015,"SE","f","Klebsiella pneumoniae","Sweden",294766.864166445,35,8,2.71400926376944
"5973","(34,39]",2015,"SE","f","Pseudomonas aeruginosa","Sweden",294766.864166445,35,4,1.35700463188472
"5974","(34,39]",2015,"SE","f","Staphylococcus aureus","Sweden",294766.864166445,35,39,13.230795160876
"5975","(34,39]",2015,"SE","f","Streptococcus pneumoniae","Sweden",294766.864166445,35,16,5.42801852753889
"5976","(34,39]",2015,"SE","m","Enterococcus faecalis","Sweden",306274.090198602,35,6,1.95902957253397
"5977","(34,39]",2015,"SE","m","Enterococcus faecium","Sweden",306274.090198602,35,7,2.28553450128964
"5978","(34,39]",2015,"SE","m","Escherichia coli","Sweden",306274.090198602,35,14,4.57106900257927
"5979","(34,39]",2015,"SE","m","Klebsiella pneumoniae","Sweden",306274.090198602,35,4,1.30601971502265
"5980","(34,39]",2015,"SE","m","Pseudomonas aeruginosa","Sweden",306274.090198602,35,1,0.326504928755662
"5981","(34,39]",2015,"SE","m","Staphylococcus aureus","Sweden",306274.090198602,35,48,15.6722365802718
"5982","(34,39]",2015,"SE","m","Streptococcus pneumoniae","Sweden",306274.090198602,35,24,7.8361182901359
"5983","(34,39]",2015,"SI","f","Escherichia coli","Slovenia",74529.0173249202,35,7,9.39231490129874
"5984","(34,39]",2015,"SI","f","Pseudomonas aeruginosa","Slovenia",74529.0173249202,35,2,2.68351854322821
"5985","(34,39]",2015,"SI","f","Staphylococcus aureus","Slovenia",74529.0173249202,35,4,5.36703708645642
"5986","(34,39]",2015,"SI","f","Streptococcus pneumoniae","Slovenia",74529.0173249202,35,6,8.05055562968463
"5987","(34,39]",2015,"SI","m","Acinetobacter spp","Slovenia",83261.6434792448,35,1,1.20103322275794
"5988","(34,39]",2015,"SI","m","Enterococcus faecalis","Slovenia",83261.6434792448,35,2,2.40206644551588
"5989","(34,39]",2015,"SI","m","Escherichia coli","Slovenia",83261.6434792448,35,2,2.40206644551588
"5990","(34,39]",2015,"SI","m","Klebsiella pneumoniae","Slovenia",83261.6434792448,35,2,2.40206644551588
"5991","(34,39]",2015,"SI","m","Staphylococcus aureus","Slovenia",83261.6434792448,35,4,4.80413289103176
"5992","(34,39]",2015,"SI","m","Streptococcus pneumoniae","Slovenia",83261.6434792448,35,10,12.0103322275794
"5993","(34,39]",2015,"SK","f","Enterococcus faecalis","Slovak Republic",223932.273590265,35,1,0.446563589949399
"5994","(34,39]",2015,"SK","f","Enterococcus faecium","Slovak Republic",223932.273590265,35,1,0.446563589949399
"5995","(34,39]",2015,"SK","f","Escherichia coli","Slovak Republic",223932.273590265,35,6,2.6793815396964
"5996","(34,39]",2015,"SK","f","Klebsiella pneumoniae","Slovak Republic",223932.273590265,35,2,0.893127179898798
"5997","(34,39]",2015,"SK","f","Pseudomonas aeruginosa","Slovak Republic",223932.273590265,35,3,1.3396907698482
"5998","(34,39]",2015,"SK","f","Staphylococcus aureus","Slovak Republic",223932.273590265,35,7,3.1259451296458
"5999","(34,39]",2015,"SK","m","Acinetobacter spp","Slovak Republic",235894.227952469,35,1,0.423918808306532
"6000","(34,39]",2015,"SK","m","Enterococcus faecalis","Slovak Republic",235894.227952469,35,9,3.81526927475879
"6001","(34,39]",2015,"SK","m","Enterococcus faecium","Slovak Republic",235894.227952469,35,1,0.423918808306532
"6002","(34,39]",2015,"SK","m","Escherichia coli","Slovak Republic",235894.227952469,35,6,2.54351284983919
"6003","(34,39]",2015,"SK","m","Klebsiella pneumoniae","Slovak Republic",235894.227952469,35,5,2.11959404153266
"6004","(34,39]",2015,"SK","m","Pseudomonas aeruginosa","Slovak Republic",235894.227952469,35,7,2.96743165814572
"6005","(34,39]",2015,"SK","m","Staphylococcus aureus","Slovak Republic",235894.227952469,35,11,4.66310689137185
"6006","(34,39]",2015,"UK","f","Acinetobacter spp","United Kingdom",2106644.31691715,35,7,0.332282006211839
"6007","(34,39]",2015,"UK","f","Enterococcus faecalis","United Kingdom",2106644.31691715,35,21,0.996846018635516
"6008","(34,39]",2015,"UK","f","Enterococcus faecium","United Kingdom",2106644.31691715,35,21,0.996846018635516
"6009","(34,39]",2015,"UK","f","Escherichia coli","United Kingdom",2106644.31691715,35,413,19.6046383664985
"6010","(34,39]",2015,"UK","f","Klebsiella pneumoniae","United Kingdom",2106644.31691715,35,21,0.996846018635516
"6011","(34,39]",2015,"UK","f","Pseudomonas aeruginosa","United Kingdom",2106644.31691715,35,21,0.996846018635516
"6012","(34,39]",2015,"UK","f","Staphylococcus aureus","United Kingdom",2106644.31691715,35,314,14.9052214215025
"6013","(34,39]",2015,"UK","f","Streptococcus pneumoniae","United Kingdom",2106644.31691715,35,53,2.51584947560392
"6014","(34,39]",2015,"UK","m","Acinetobacter spp","United Kingdom",2098065.34788929,35,7,0.333640704139277
"6015","(34,39]",2015,"UK","m","Enterococcus faecalis","United Kingdom",2098065.34788929,35,34,1.6205405629622
"6016","(34,39]",2015,"UK","m","Enterococcus faecium","United Kingdom",2098065.34788929,35,28,1.33456281655711
"6017","(34,39]",2015,"UK","m","Escherichia coli","United Kingdom",2098065.34788929,35,178,8.48400647668447
"6018","(34,39]",2015,"UK","m","Klebsiella pneumoniae","United Kingdom",2098065.34788929,35,73,3.47939591459532
"6019","(34,39]",2015,"UK","m","Pseudomonas aeruginosa","United Kingdom",2098065.34788929,35,27,1.28689985882293
"6020","(34,39]",2015,"UK","m","Staphylococcus aureus","United Kingdom",2098065.34788929,35,511,24.3557714021672
"6021","(34,39]",2015,"UK","m","Streptococcus pneumoniae","United Kingdom",2098065.34788929,35,118,5.62422901263353
"6022","(34,39]",2018,"BE","f","Acinetobacter spp","Belgium",372691.081274903,35,3,0.804956209238383
"6023","(34,39]",2018,"BE","f","Enterococcus faecalis","Belgium",372691.081274903,35,3,0.804956209238383
"6024","(34,39]",2018,"BE","f","Enterococcus faecium","Belgium",372691.081274903,35,3,0.804956209238383
"6025","(34,39]",2018,"BE","f","Escherichia coli","Belgium",372691.081274903,35,158,42.3943603532215
"6026","(34,39]",2018,"BE","f","Klebsiella pneumoniae","Belgium",372691.081274903,35,15,4.02478104619192
"6027","(34,39]",2018,"BE","f","Pseudomonas aeruginosa","Belgium",372691.081274903,35,3,0.804956209238383
"6028","(34,39]",2018,"BE","f","Staphylococcus aureus","Belgium",372691.081274903,35,28,7.51292461955824
"6029","(34,39]",2018,"BE","f","Streptococcus pneumoniae","Belgium",372691.081274903,35,73,19.587267758134
"6030","(34,39]",2018,"BE","m","Escherichia coli","Belgium",374081.364691978,35,36,9.62357481497179
"6031","(34,39]",2018,"BE","m","Klebsiella pneumoniae","Belgium",374081.364691978,35,6,1.60392913582863
"6032","(34,39]",2018,"BE","m","Pseudomonas aeruginosa","Belgium",374081.364691978,35,6,1.60392913582863
"6033","(34,39]",2018,"BE","m","Staphylococcus aureus","Belgium",374081.364691978,35,49,13.0987546092672
"6034","(34,39]",2018,"BE","m","Streptococcus pneumoniae","Belgium",374081.364691978,35,83,22.1876863789627
"6035","(34,39]",2018,"BG","f","Acinetobacter spp","Bulgaria",239009.935429626,35,2,0.836785297818249
"6036","(34,39]",2018,"BG","f","Enterococcus faecium","Bulgaria",239009.935429626,35,2,0.836785297818249
"6037","(34,39]",2018,"BG","f","Escherichia coli","Bulgaria",239009.935429626,35,4,1.6735705956365
"6038","(34,39]",2018,"BG","f","Pseudomonas aeruginosa","Bulgaria",239009.935429626,35,4,1.6735705956365
"6039","(34,39]",2018,"BG","f","Staphylococcus aureus","Bulgaria",239009.935429626,35,8,3.347141191273
"6040","(34,39]",2018,"BG","m","Enterococcus faecalis","Bulgaria",258186.360620526,35,2,0.774634258445409
"6041","(34,39]",2018,"BG","m","Enterococcus faecium","Bulgaria",258186.360620526,35,4,1.54926851689082
"6042","(34,39]",2018,"BG","m","Escherichia coli","Bulgaria",258186.360620526,35,8,3.09853703378164
"6043","(34,39]",2018,"BG","m","Klebsiella pneumoniae","Bulgaria",258186.360620526,35,10,3.87317129222704
"6044","(34,39]",2018,"BG","m","Pseudomonas aeruginosa","Bulgaria",258186.360620526,35,4,1.54926851689082
"6045","(34,39]",2018,"BG","m","Staphylococcus aureus","Bulgaria",258186.360620526,35,22,8.5209768428995
"6046","(34,39]",2018,"BG","m","Streptococcus pneumoniae","Bulgaria",258186.360620526,35,2,0.774634258445409
"6047","(34,39]",2018,"CY","f","Enterococcus faecium","Cyprus",46395.0000014666,35,1,2.15540467716001
"6048","(34,39]",2018,"CY","f","Escherichia coli","Cyprus",46395.0000014666,35,1,2.15540467716001
"6049","(34,39]",2018,"CY","f","Pseudomonas aeruginosa","Cyprus",46395.0000014666,35,1,2.15540467716001
"6050","(34,39]",2018,"CY","m","Enterococcus faecalis","Cyprus",44205.0000001155,35,1,2.26218753534077
"6051","(34,39]",2018,"CY","m","Escherichia coli","Cyprus",44205.0000001155,35,1,2.26218753534077
"6052","(34,39]",2018,"CY","m","Pseudomonas aeruginosa","Cyprus",44205.0000001155,35,1,2.26218753534077
"6053","(34,39]",2018,"CY","m","Streptococcus pneumoniae","Cyprus",44205.0000001155,35,1,2.26218753534077
"6054","(34,39]",2018,"CZ","f","Acinetobacter spp","Czechia",400156.147462863,35,1,0.249902445917766
"6055","(34,39]",2018,"CZ","f","Enterococcus faecium","Czechia",400156.147462863,35,1,0.249902445917766
"6056","(34,39]",2018,"CZ","f","Escherichia coli","Czechia",400156.147462863,35,18,4.4982440265198
"6057","(34,39]",2018,"CZ","f","Klebsiella pneumoniae","Czechia",400156.147462863,35,3,0.749707337753299
"6058","(34,39]",2018,"CZ","f","Pseudomonas aeruginosa","Czechia",400156.147462863,35,6,1.4994146755066
"6059","(34,39]",2018,"CZ","f","Staphylococcus aureus","Czechia",400156.147462863,35,15,3.7485366887665
"6060","(34,39]",2018,"CZ","f","Streptococcus pneumoniae","Czechia",400156.147462863,35,6,1.4994146755066
"6061","(34,39]",2018,"CZ","m","Acinetobacter spp","Czechia",424595.019330667,35,1,0.235518542251485
"6062","(34,39]",2018,"CZ","m","Enterococcus faecalis","Czechia",424595.019330667,35,19,4.47485230277822
"6063","(34,39]",2018,"CZ","m","Escherichia coli","Czechia",424595.019330667,35,12,2.82622250701783
"6064","(34,39]",2018,"CZ","m","Klebsiella pneumoniae","Czechia",424595.019330667,35,17,4.00381521827525
"6065","(34,39]",2018,"CZ","m","Pseudomonas aeruginosa","Czechia",424595.019330667,35,4,0.942074169005942
"6066","(34,39]",2018,"CZ","m","Staphylococcus aureus","Czechia",424595.019330667,35,35,8.24314897880199
"6067","(34,39]",2018,"CZ","m","Streptococcus pneumoniae","Czechia",424595.019330667,35,6,1.41311125350891
"6068","(34,39]",2018,"DE","f","Acinetobacter spp","Germany",2559419.5661389,35,12,0.468856304716893
"6069","(34,39]",2018,"DE","f","Enterococcus faecalis","Germany",2559419.5661389,35,43,1.68006842523553
"6070","(34,39]",2018,"DE","f","Enterococcus faecium","Germany",2559419.5661389,35,28,1.09399804433942
"6071","(34,39]",2018,"DE","f","Escherichia coli","Germany",2559419.5661389,35,290,11.3306940306582
"6072","(34,39]",2018,"DE","f","Klebsiella pneumoniae","Germany",2559419.5661389,35,34,1.32842619669786
"6073","(34,39]",2018,"DE","f","Pseudomonas aeruginosa","Germany",2559419.5661389,35,12,0.468856304716893
"6074","(34,39]",2018,"DE","f","Staphylococcus aureus","Germany",2559419.5661389,35,171,6.68120234221572
"6075","(34,39]",2018,"DE","f","Streptococcus pneumoniae","Germany",2559419.5661389,35,42,1.64099706650913
"6076","(34,39]",2018,"DE","m","Acinetobacter spp","Germany",2634625.20743781,35,20,0.759121257305898
"6077","(34,39]",2018,"DE","m","Enterococcus faecalis","Germany",2634625.20743781,35,64,2.42918802337887
"6078","(34,39]",2018,"DE","m","Enterococcus faecium","Germany",2634625.20743781,35,52,1.97371526899534
"6079","(34,39]",2018,"DE","m","Escherichia coli","Germany",2634625.20743781,35,176,6.6802670642919
"6080","(34,39]",2018,"DE","m","Klebsiella pneumoniae","Germany",2634625.20743781,35,50,1.89780314326475
"6081","(34,39]",2018,"DE","m","Pseudomonas aeruginosa","Germany",2634625.20743781,35,38,1.44233038888121
"6082","(34,39]",2018,"DE","m","Staphylococcus aureus","Germany",2634625.20743781,35,314,11.9182037397026
"6083","(34,39]",2018,"DE","m","Streptococcus pneumoniae","Germany",2634625.20743781,35,49,1.85984708039945
"6084","(34,39]",2018,"DK","f","Enterococcus faecium","Denmark",164957.722490952,35,7,4.24351154604716
"6085","(34,39]",2018,"DK","f","Escherichia coli","Denmark",164957.722490952,35,50,30.3107967574797
"6086","(34,39]",2018,"DK","f","Klebsiella pneumoniae","Denmark",164957.722490952,35,4,2.42486374059838
"6087","(34,39]",2018,"DK","f","Pseudomonas aeruginosa","Denmark",164957.722490952,35,2,1.21243187029919
"6088","(34,39]",2018,"DK","f","Staphylococcus aureus","Denmark",164957.722490952,35,17,10.3056708975431
"6089","(34,39]",2018,"DK","f","Streptococcus pneumoniae","Denmark",164957.722490952,35,6,3.63729561089757
"6090","(34,39]",2018,"DK","m","Enterococcus faecalis","Denmark",165930.727908693,35,3,1.80798339030419
"6091","(34,39]",2018,"DK","m","Enterococcus faecium","Denmark",165930.727908693,35,5,3.01330565050698
"6092","(34,39]",2018,"DK","m","Escherichia coli","Denmark",165930.727908693,35,18,10.8479003418251
"6093","(34,39]",2018,"DK","m","Klebsiella pneumoniae","Denmark",165930.727908693,35,7,4.21862791070977
"6094","(34,39]",2018,"DK","m","Pseudomonas aeruginosa","Denmark",165930.727908693,35,1,0.602661130101395
"6095","(34,39]",2018,"DK","m","Staphylococcus aureus","Denmark",165930.727908693,35,23,13.8612059923321
"6096","(34,39]",2018,"DK","m","Streptococcus pneumoniae","Denmark",165930.727908693,35,5,3.01330565050698
"6097","(34,39]",2018,"EE","f","Acinetobacter spp","Estonia",43658.0734297094,35,1,2.29052709256634
"6098","(34,39]",2018,"EE","f","Escherichia coli","Estonia",43658.0734297094,35,9,20.614743833097
"6099","(34,39]",2018,"EE","f","Staphylococcus aureus","Estonia",43658.0734297094,35,2,4.58105418513267
"6100","(34,39]",2018,"EE","f","Streptococcus pneumoniae","Estonia",43658.0734297094,35,2,4.58105418513267
"6101","(34,39]",2018,"EE","m","Enterococcus faecalis","Estonia",46136.3522158071,35,2,4.33497644253454
"6102","(34,39]",2018,"EE","m","Escherichia coli","Estonia",46136.3522158071,35,4,8.66995288506908
"6103","(34,39]",2018,"EE","m","Klebsiella pneumoniae","Estonia",46136.3522158071,35,5,10.8374411063363
"6104","(34,39]",2018,"EE","m","Pseudomonas aeruginosa","Estonia",46136.3522158071,35,4,8.66995288506908
"6105","(34,39]",2018,"EE","m","Staphylococcus aureus","Estonia",46136.3522158071,35,6,13.0049293276036
"6106","(34,39]",2018,"EE","m","Streptococcus pneumoniae","Estonia",46136.3522158071,35,5,10.8374411063363
"6107","(34,39]",2018,"EL","f","Enterococcus faecalis","Greece",385541.446389182,35,1,0.259375485921313
"6108","(34,39]",2018,"EL","f","Escherichia coli","Greece",385541.446389182,35,1,0.259375485921313
"6109","(34,39]",2018,"EL","f","Klebsiella pneumoniae","Greece",385541.446389182,35,1,0.259375485921313
"6110","(34,39]",2018,"EL","f","Pseudomonas aeruginosa","Greece",385541.446389182,35,1,0.259375485921313
"6111","(34,39]",2018,"EL","f","Staphylococcus aureus","Greece",385541.446389182,35,6,1.55625291552788
"6112","(34,39]",2018,"EL","m","Acinetobacter spp","Greece",400588.737973552,35,8,1.99706063641964
"6113","(34,39]",2018,"EL","m","Enterococcus faecalis","Greece",400588.737973552,35,1,0.249632579552454
"6114","(34,39]",2018,"EL","m","Escherichia coli","Greece",400588.737973552,35,3,0.748897738657364
"6115","(34,39]",2018,"EL","m","Klebsiella pneumoniae","Greece",400588.737973552,35,11,2.745958375077
"6116","(34,39]",2018,"ES","f","Enterococcus faecalis","Spain",1804917.48502509,35,28,1.55131745535784
"6117","(34,39]",2018,"ES","f","Enterococcus faecium","Spain",1804917.48502509,35,28,1.55131745535784
"6118","(34,39]",2018,"ES","f","Escherichia coli","Spain",1804917.48502509,35,211,11.690285110018
"6119","(34,39]",2018,"ES","f","Klebsiella pneumoniae","Spain",1804917.48502509,35,44,2.43778457270518
"6120","(34,39]",2018,"ES","f","Pseudomonas aeruginosa","Spain",1804917.48502509,35,11,0.609446143176294
"6121","(34,39]",2018,"ES","f","Staphylococcus aureus","Spain",1804917.48502509,35,58,3.2134433003841
"6122","(34,39]",2018,"ES","f","Streptococcus pneumoniae","Spain",1804917.48502509,35,42,2.32697618303676
"6123","(34,39]",2018,"ES","m","Acinetobacter spp","Spain",1812038.44519792,35,9,0.496678203702072
"6124","(34,39]",2018,"ES","m","Enterococcus faecalis","Spain",1812038.44519792,35,14,0.772610539092112
"6125","(34,39]",2018,"ES","m","Enterococcus faecium","Spain",1812038.44519792,35,12,0.662237604936096
"6126","(34,39]",2018,"ES","m","Escherichia coli","Spain",1812038.44519792,35,78,4.30454443208462
"6127","(34,39]",2018,"ES","m","Klebsiella pneumoniae","Spain",1812038.44519792,35,57,3.14562862344646
"6128","(34,39]",2018,"ES","m","Pseudomonas aeruginosa","Spain",1812038.44519792,35,29,1.60040754526223
"6129","(34,39]",2018,"ES","m","Staphylococcus aureus","Spain",1812038.44519792,35,70,3.86305269546056
"6130","(34,39]",2018,"ES","m","Streptococcus pneumoniae","Spain",1812038.44519792,35,33,1.82115341357426
"6131","(34,39]",2018,"FI","f","Enterococcus faecalis","Finland",173162.341082323,35,5,2.88746384967326
"6132","(34,39]",2018,"FI","f","Escherichia coli","Finland",173162.341082323,35,46,26.564667416994
"6133","(34,39]",2018,"FI","f","Klebsiella pneumoniae","Finland",173162.341082323,35,4,2.30997107973861
"6134","(34,39]",2018,"FI","f","Staphylococcus aureus","Finland",173162.341082323,35,13,7.50740600915048
"6135","(34,39]",2018,"FI","f","Streptococcus pneumoniae","Finland",173162.341082323,35,8,4.61994215947722
"6136","(34,39]",2018,"FI","m","Acinetobacter spp","Finland",182962.811060397,35,1,0.546559158226912
"6137","(34,39]",2018,"FI","m","Enterococcus faecalis","Finland",182962.811060397,35,4,2.18623663290765
"6138","(34,39]",2018,"FI","m","Enterococcus faecium","Finland",182962.811060397,35,1,0.546559158226912
"6139","(34,39]",2018,"FI","m","Escherichia coli","Finland",182962.811060397,35,11,6.01215074049604
"6140","(34,39]",2018,"FI","m","Klebsiella pneumoniae","Finland",182962.811060397,35,1,0.546559158226912
"6141","(34,39]",2018,"FI","m","Pseudomonas aeruginosa","Finland",182962.811060397,35,2,1.09311831645382
"6142","(34,39]",2018,"FI","m","Staphylococcus aureus","Finland",182962.811060397,35,36,19.6761296961688
"6143","(34,39]",2018,"FI","m","Streptococcus pneumoniae","Finland",182962.811060397,35,23,12.570860639219
"6144","(34,39]",2018,"FR","f","Acinetobacter spp","France",2087301.6860281,35,50,2.39543714905651
"6145","(34,39]",2018,"FR","f","Enterococcus faecalis","France",2087301.6860281,35,110,5.26996172792432
"6146","(34,39]",2018,"FR","f","Enterococcus faecium","France",2087301.6860281,35,35,1.67680600433956
"6147","(34,39]",2018,"FR","f","Escherichia coli","France",2087301.6860281,35,671,32.1467665403383
"6148","(34,39]",2018,"FR","f","Klebsiella pneumoniae","France",2087301.6860281,35,138,6.61140653139596
"6149","(34,39]",2018,"FR","f","Pseudomonas aeruginosa","France",2087301.6860281,35,125,5.98859287264127
"6150","(34,39]",2018,"FR","f","Staphylococcus aureus","France",2087301.6860281,35,391,18.7323185056219
"6151","(34,39]",2018,"FR","f","Streptococcus pneumoniae","France",2087301.6860281,35,43,2.0600759481886
"6152","(34,39]",2018,"FR","m","Acinetobacter spp","France",2019672.67578018,35,30,1.48538920983378
"6153","(34,39]",2018,"FR","m","Enterococcus faecalis","France",2019672.67578018,35,141,6.98132928621877
"6154","(34,39]",2018,"FR","m","Enterococcus faecium","France",2019672.67578018,35,54,2.67370057770081
"6155","(34,39]",2018,"FR","m","Escherichia coli","France",2019672.67578018,35,367,18.1712613336333
"6156","(34,39]",2018,"FR","m","Klebsiella pneumoniae","France",2019672.67578018,35,163,8.07061470676354
"6157","(34,39]",2018,"FR","m","Pseudomonas aeruginosa","France",2019672.67578018,35,180,8.91233525900269
"6158","(34,39]",2018,"FR","m","Staphylococcus aureus","France",2019672.67578018,35,492,24.360383041274
"6159","(34,39]",2018,"FR","m","Streptococcus pneumoniae","France",2019672.67578018,35,100,4.9512973661126
"6160","(34,39]",2018,"HR","f","Enterococcus faecium","Croatia",139935.917994423,35,1,0.714612813016207
"6161","(34,39]",2018,"HR","f","Escherichia coli","Croatia",139935.917994423,35,13,9.28996656921069
"6162","(34,39]",2018,"HR","f","Klebsiella pneumoniae","Croatia",139935.917994423,35,2,1.42922562603241
"6163","(34,39]",2018,"HR","f","Pseudomonas aeruginosa","Croatia",139935.917994423,35,1,0.714612813016207
"6164","(34,39]",2018,"HR","f","Staphylococcus aureus","Croatia",139935.917994423,35,4,2.85845125206483
"6165","(34,39]",2018,"HR","f","Streptococcus pneumoniae","Croatia",139935.917994423,35,2,1.42922562603241
"6166","(34,39]",2018,"HR","m","Acinetobacter spp","Croatia",144923.234543763,35,3,2.07006144283515
"6167","(34,39]",2018,"HR","m","Enterococcus faecium","Croatia",144923.234543763,35,1,0.690020480945051
"6168","(34,39]",2018,"HR","m","Escherichia coli","Croatia",144923.234543763,35,5,3.45010240472525
"6169","(34,39]",2018,"HR","m","Klebsiella pneumoniae","Croatia",144923.234543763,35,4,2.7600819237802
"6170","(34,39]",2018,"HR","m","Pseudomonas aeruginosa","Croatia",144923.234543763,35,1,0.690020480945051
"6171","(34,39]",2018,"HR","m","Staphylococcus aureus","Croatia",144923.234543763,35,9,6.21018432850546
"6172","(34,39]",2018,"HR","m","Streptococcus pneumoniae","Croatia",144923.234543763,35,1,0.690020480945051
"6173","(34,39]",2018,"HU","f","Acinetobacter spp","Hungary",357077.166964242,35,3,0.84015453172351
"6174","(34,39]",2018,"HU","f","Enterococcus faecalis","Hungary",357077.166964242,35,8,2.24041208459603
"6175","(34,39]",2018,"HU","f","Enterococcus faecium","Hungary",357077.166964242,35,5,1.40025755287252
"6176","(34,39]",2018,"HU","f","Escherichia coli","Hungary",357077.166964242,35,14,3.92072114804305
"6177","(34,39]",2018,"HU","f","Klebsiella pneumoniae","Hungary",357077.166964242,35,5,1.40025755287252
"6178","(34,39]",2018,"HU","f","Pseudomonas aeruginosa","Hungary",357077.166964242,35,12,3.36061812689404
"6179","(34,39]",2018,"HU","f","Staphylococcus aureus","Hungary",357077.166964242,35,9,2.52046359517053
"6180","(34,39]",2018,"HU","f","Streptococcus pneumoniae","Hungary",357077.166964242,35,1,0.280051510574503
"6181","(34,39]",2018,"HU","m","Acinetobacter spp","Hungary",361822.139114508,35,2,0.552757773444883
"6182","(34,39]",2018,"HU","m","Enterococcus faecalis","Hungary",361822.139114508,35,6,1.65827332033465
"6183","(34,39]",2018,"HU","m","Enterococcus faecium","Hungary",361822.139114508,35,1,0.276378886722442
"6184","(34,39]",2018,"HU","m","Escherichia coli","Hungary",361822.139114508,35,13,3.59292552739174
"6185","(34,39]",2018,"HU","m","Klebsiella pneumoniae","Hungary",361822.139114508,35,5,1.38189443361221
"6186","(34,39]",2018,"HU","m","Pseudomonas aeruginosa","Hungary",361822.139114508,35,2,0.552757773444883
"6187","(34,39]",2018,"HU","m","Staphylococcus aureus","Hungary",361822.139114508,35,19,5.25119884772639
"6188","(34,39]",2018,"IE","f","Enterococcus faecalis","Ireland",204094.811842272,35,3,1.46990507643009
